INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,STRATUM_IND,ITEM_INDEX,ALL_GM_INDEX,GM_RA_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT
201908,210414,FROZEN BEEFBURGERS PACK OF 4,1,1,98.839,98.168,98.839,0.38,0.36,0.3
201908,210502,HOME KILLED LAMB-SHOULDER KG,1,1,100.502,100.556,100.502,0.38,0.6,0.3
201908,210506,HK LAMB LOIN CHOP/STEAK PER KG,1,1,101.688,101.878,101.688,0.38,0.4,0.3
201908,210606,FRZEN IMP LAMB: LEG (PER KG),1,1,99.958,99.904,99.958,0.76,1,0.6
201908,210703,HOME KILLED PORK-LOIN CHOPS KG,1,1,98.871,98.371,98.871,0.95,1,0.75
201908,210802,BACON-GAMMON-PER KG,1,1,100.75,101.153,100.75,0.57,0.24,0.45
201908,210808,BACON-BACK-PER KG,1,1,98.595,98.59,98.595,1.52,0.76,1.2
201908,210905,FRESH/CHILLED CHICKEN  PER KG,1,1,97.494,97.897,97.494,0.57,0.92,0.45
201908,210910,FRESH BONELESS CHICKEN BREAST,1,1,96.781,96.489,96.781,1.52,2.04,1.2
201908,210911,FRESH TURKEY STEAKS PER KG,1,1,99.261,99.109,99.261,0.19,0.4,0.15
201908,210912,FROZEN CHICKEN BREASTS,1,1,101.712,101.524,101.712,0.38,0.48,0.3
201908,210913,ROTISSERIE CHICKEN [WHOLE],1,1,100.469,100.473,100.469,0.19,0.16,0.15
201908,211007,CANNED MEAT-STEWED STEAK,1,1,102.489,102.165,102.489,0.19,0.18,0.15
201908,211011,INDIVIDUAL MEAT PIE,1,1,104.783,104.887,104.783,0.76,0.78,0.6
201908,211014,SAUSAGES-PORK-PER KG,1,1,99.419,99.235,99.419,1.71,0.78,1.35
201908,211019,FROZ CHICKEN NUGGETS 220-600G,1,1,95.856,97.022,95.856,0.57,0.54,0.45
201908,211023,COOKED HAM PREPACKED SLICED,1,1,109.475,108.378,109.475,2.28,1.08,1.8
201908,211024,CONTINENTAL SLICED DELI MEAT,1,1,100.117,99.972,100.117,0.95,0.42,0.75
201908,211025,JOINT OV/READ GAM/POR 450-900G,1,1,105.087,105.566,105.087,0.19,0.06,0.15
201908,211026,CHICKEN KIEV 2 PACK 240-325G,1,1,98.994,98.513,98.994,0.57,0.54,0.45
201908,211027,H K LIVER PER KG STATE TYPE,1,1,100.091,100.301,100.091,0.19,0.06,0.15
201908,211029,COOKED MEAT TURKEY/CHICK SLICE,1,1,103.494,103.067,103.494,0.38,0.54,0.3
201908,211030,MEAT BASED SNACK PACK MAX 400G,1,1,100.548,100.397,100.548,0.76,0.72,0.6
201908,211031,COOKED HAM LOOSE PER 100G,1,1,102.854,101.937,102.854,0.57,0.3,0.45
201908,211101,FRESH WHITE FISH FILLETS KG,1,1,101.526,102.406,101.526,0.36,0.62,0.27
201908,211105,FRESH FISH-SALMON FILLETS-KG,1,1,95.303,96.125,95.303,0.56,0.94,0.42
201908,211106,FROZEN PRAWNS PER KG,1,1,99.125,99.392,99.125,0.92,0.44,0.69
201908,211207,"CANNED FISH, TUNA, 130G-200G",1,1,101.992,101.057,101.992,1,0.94,0.75
201908,211210,FROZEN FISH FINGERS 8-12 PK,1,1,102.277,101.351,102.277,0.92,0.86,0.69
201908,211211,FROZEN BREAD/BAT FISH 400-550G,1,1,105.423,104.953,105.423,0.24,0.2,0.18
201908,211305,SPREADABLE BUTTER,1,1,95.227,95.3,95.227,0.4,0.56,0.4
201908,211306,BUTTER 250G SPEC COO,1,1,98.469,98.461,98.469,0.32,0.44,0.32
201908,211407,MARGARINE/LOW FAT SPREAD-500G,1,1,100.716,100.213,100.716,0.68,0.54,0.68
201908,211408,OLIVE OIL - 500ML - 1 LITRE,1,1,98.446,98.514,98.446,0.52,0.4,0.52
201908,211409,"PEANUT BUTTER, JAR, 225-350G",1,1,101.1,100.904,101.1,0.08,0.06,0.08
201908,211501,CHEDDAR-HOME PRODUCED PER KG,1,1,100.358,100.368,100.358,1.65,1.56,1.35
201908,211506,"CHEESE SPREAD, 125g-200g TUB",1,1,88.283,88.739,88.283,0.55,0.57,0.45
201908,211509,HARD REGIONAL CHEESE PER KG,1,1,99.836,99.965,99.836,0.22,0.21,0.18
201908,211510,PARMESAN CHEESE-PER KG,1,1,102.418,101.879,102.418,0.33,0.33,0.27
201908,211511,SOFT CONTINENTAL CHEESE - KG,1,1,98.047,97.097,98.047,0.33,0.33,0.27
201908,211602,EGGS-MEDIUM-PER DOZ OR 2 X 6,1,1,97.125,96.838,97.125,0.44,0.38,0.36
201908,211603,EGGS-LARGE-PER DOZ OR 2 X 6,1,1,95.7,95.171,95.7,0.66,0.62,0.54
201908,211707,DELVD MILK SEMI-SKIMMED PER PT,1,0,100.155,100.155,100.155,0.22,0.15,0.18
201908,211709,SHOP MILK-WHOLE MILK-4PT/2LTR,1,1,98.604,98.639,98.604,0.77,0.54,0.63
201908,211710,MILK SEMI-PER 2 PINTS/1.136 L,1,1,98.957,98.998,98.957,2.2,1.86,1.8
201908,211713,"MILK FLAVOURED, 180-500MLS/GMS",1,1,104.617,106.886,104.617,0.22,0.21,0.18
201908,211714,NON-DAIRY MILK DRINK 900ML-1LT,1,1,103.949,104.147,103.949,0.22,0.24,0.18
201908,211807,"YOGHURT/FROMAGE 4-6PK, 45-125G",1,1,122.772,123.004,122.772,1.21,1.68,0.99
201908,211808,CHILLED POT DESSERT 125-200G,1,1,99.536,99.4,99.536,0.88,0.88,0.72
201908,211814,YOGHURT-SMALL INDIVIDUAL,1,1,102.274,101.802,102.274,0.44,0.64,0.36
201908,211815,FRESH DOUBLE CREAM 250ML-300ML,1,1,98.812,98.698,98.812,0.33,0.4,0.27
201908,211816,POWDERED BABY FORMULA 400-900G,1,1,100.518,100.41,100.518,0.33,0.4,0.27
201908,211901,TEA BAGS PKT OF 80 (230G-250G),1,1,93.788,94.213,93.788,0.63,0.65,0.63
201908,211904,TEA BAGS-2-PACKET OF 240,1,1,95.935,96.404,95.935,0.18,0.19,0.18
201908,211905,"FLAVRD TEA 15-20 BAGS, 30-40G",1,1,114.949,115.67,114.949,0.15,0.16,0.15
201908,212001,"FRUIT SQUASH, 750ML - 1.5LT",1,1,124.737,126.055,124.737,0.81,0.81,0.63
201908,212006,FRUIT JUICE NOT ORANGE 1L,1,1,99.584,100.457,99.584,0.54,0.54,0.42
201908,212008,LEMONADE-2 LITRE BOTTLE,1,1,94.848,95.769,94.848,0.18,0.18,0.14
201908,212010,MINERAL WATER STILL 1.5-2L,1,1,105.201,104.226,105.201,0.45,0.72,0.35
201908,212015,FIZZY ENERGY DRINK 250-500ML,1,1,102.734,102.898,102.734,1.17,1.08,0.91
201908,212016,FRESH/CHILL ORANGE JUICE 900ML,1,1,95.201,94.649,95.201,1.08,0.99,0.84
201908,212017,FIZZY BOTTLED DRINK 500ML,1,1,104.395,104.594,104.395,1.44,1.26,1.12
201908,212019,PURE FRUIT SMOOTHIE 750ML-1LTR,1,1,94.491,94.019,94.491,0.27,0.27,0.21
201908,212020,FRUIT DRINK BOTTLE 4-8 PACK,1,1,95.211,100.446,95.211,0.09,0.09,0.07
201908,212021,BOTTLE STILL WATER 500ML,1,1,105.182,104.063,105.182,0.18,0.27,0.14
201908,212022,MIXER DRINK BOTTLE 1L EG TONIC,1,1,100.717,102.02,100.717,0.63,0.54,0.49
201908,212023,COLA/FIZZY DRINK 330ML PK 4-8,1,1,100.039,99.365,100.039,0.36,0.36,0.28
201908,212024,FLAVOURED WATER BOTT 900ML-1.5,1,1,98.918,100.069,98.918,0.27,0.54,0.21
201908,212025,"COLA DRINK, REG,BOTTLE,1.25-2L",1,1,100.701,100.594,100.701,0.81,0.72,0.63
201908,212026,"COLA DRINK, DIET 1.25-2LTR",1,1,106.869,104.884,106.869,0.72,0.63,0.56
201908,212101,SUGAR -GRANULATED-WHITE-PER KG,1,1,102.647,100.375,102.647,0.65,0.32,0.5
201908,212106,JAR OF JAM-340-454G,1,1,102.457,101.916,102.457,0.91,0.52,0.7
201908,212107,HONEY JAR/BOTTLE 340G-454G,1,1,97.104,96.512,97.104,0.26,0.16,0.2
201908,212202,MINTS,1,1,102.05,101.847,102.05,0.13,0.11,0.1
201908,212211,CHOCOLATE 4,1,1,102.416,102.456,102.416,0.91,1.87,0.7
201908,212214,FRUIT PASTILLES 2,1,1,101.045,100.795,101.045,0.52,1.1,0.4
201908,212217,CHEWING/BUBBLE GUM-SINGLE PK,1,1,100.971,100.92,100.971,0.13,0.22,0.1
201908,212218,CARTON/BOX OF CHOCS 150-400GM,1,1,110.082,110.27,110.082,1.82,1.54,1.4
201908,212222,CHOCOLATE 10,1,1,101.733,101.573,101.733,1.69,1.43,1.3
201908,212223,BRAND CHOC SWEETS 90-185G BAG,1,1,95.079,95.471,95.079,0.91,0.77,0.7
201908,212224,"SWEETS, NOT CHOC, 150-250G BAG",1,1,100.352,100.461,100.352,0.65,1.21,0.5
201908,212225,CHOCOLATE LARGE BAR 100-200G,1,1,94.702,95.709,94.702,1.69,1.43,1.3
201908,212226,CHOCOLATE 12,1,1,101.465,103.032,101.465,0.52,1.1,0.4
201908,212227,CHOCOLATE 13,1,1,101.238,101.115,101.238,0.26,0.22,0.2
201908,212360,POTATOES-OLD WHITE PER KG,1,0,103.784,105.345,104.223,0.65,0.61,0.55
201908,212361,POTATOES- BAKING PER KG,1,0,98.133,98.277,98.911,0.13,0.17,0.11
201908,212399,POTATOES-NEW-LOOSE-PER KG,1,0,97.395,96.658,96.255,0.26,0.22,0.22
201908,212402,POTATO CRISPS 25G-50G,1,1,103.15,103.227,103.025,0.52,0.39,0.44
201908,212404,POTATO CRISPS-MULTI-PACK,1,1,103.385,104.399,104.555,1.56,1.05,1.32
201908,212405,FROZEN CHIPS 900G-1.5KG,1,1,101.373,101.039,101.107,0.91,0.93,0.77
201908,212408,PREMIUM POTATO CRISPS/CHIPS,1,1,108.382,106.467,105.135,0.52,0.36,0.44
201908,212409,P'PARED MASHED POTATO 400-650G,1,1,100.736,100.636,100.744,0.26,0.27,0.22
201908,212504,FRESH VEG-CAULIFLOWER-EACH,1,1,103.026,101.369,101.686,0.39,0.42,0.33
201908,212510,FRESH VEG-CUCUMBER-WHOLE,1,1,102.116,102.967,102.901,0.26,0.3,0.22
201908,212511,FRESH VEG-LETTUCE-ICEBERG-EACH,1,1,100.767,101.238,101.139,0.26,0.3,0.22
201908,212515,FRESH VEG-TOMATOES-PER KG,1,1,96.325,96.44,96.97,0.91,0.96,0.77
201908,212516,FRESH VEG-CABBAGE-WHOLE-PER KG,1,1,104.776,103.875,104.077,0.26,0.24,0.22
201908,212518,FRESH VEG-CARROTS-PER KG,1,1,96.766,98.088,98.053,0.39,0.36,0.33
201908,212519,FRESH VEG-ONIONS-PER KG,1,1,112.615,112.307,112.61,0.52,0.54,0.44
201908,212520,FRESH VEG-MUSHROOMS-PER KG,1,1,99.808,99.906,99.904,0.52,0.48,0.44
201908,212527,PRE-PACKED SALAD 100-250G,1,1,107.739,106.775,106.684,0.39,0.48,0.33
201908,212530,FRESH VEG-BROCCOLI-PER KG,1,1,103.517,103.919,104.279,0.26,0.3,0.22
201908,212531,FRESH VEG-COURGETTE-PER KG,1,1,92.134,90.026,91.635,0.39,0.42,0.33
201908,212532,FRESH VEG-PEPPERS -LOOSE OR KG,1,1,96.318,96.935,96.486,0.39,0.42,0.33
201908,212533,VEGETABLE STIR FRY FRESH PACK,1,1,98.86,98.426,98.044,0.39,0.36,0.33
201908,212535,SWEET POTATO PER KG OR EACH,1,1,102.311,101.977,102.61,0.26,0.42,0.22
201908,212601,CANNED TOMATOES 390-400G,1,1,112.788,109.791,113.733,0.26,0.42,0.22
201908,212603,"BAKED BEANS, 400-420G TIN",1,1,108.741,104.89,105.819,0.39,0.5,0.33
201908,212608,CANNED SWEETCORN 198-340G,1,1,100.686,100.618,100.562,0.26,0.46,0.22
201908,212609,FROZEN GARDEN PEAS 800G-1KG,1,1,99.445,99.266,99.491,0.52,0.62,0.44
201908,212709,ORANGES-CLASS 1-EACH,1,1,98.102,97.411,97.531,0.4,0.35,0.32
201908,212710,AVOCADO PEAR-EACH,1,1,101.945,102.148,102.233,0.6,0.49,0.48
201908,212712,KIWI FRUIT-EACH,1,1,108.829,104.874,107.039,0.2,0.14,0.16
201908,212715,GRAPEFRUIT-EACH,1,1,99.673,100.411,100.017,0.3,0.21,0.24
201908,212716,APPLES-COOKING-PER KG,1,1,100.087,100.337,100.227,0.2,0.14,0.16
201908,212717,APPLES-DESSERT-PER KG,1,1,101.541,100.6,100.544,0.7,0.63,0.56
201908,212718,PEARS-DESSERT-PER KG,1,1,103.957,103.126,102.207,0.3,0.28,0.24
201908,212719,BANANAS-PER KG,1,1,102.128,102.356,102.256,0.9,0.77,0.72
201908,212720,STRAWBERRIES PER KG OR PUNNET,1,1,67.35,67.789,68.662,0.9,0.77,0.72
201908,212722,GRAPES-PER KG,1,1,92.837,93.15,93.965,0.8,0.7,0.64
201908,212725,SMALL TYPE ORANGES PER PACK/KG,1,1,104.646,105.698,105.269,0.3,0.21,0.24
201908,212726,PLUMS PER KG/PACK,1,1,96.157,96.707,97.249,0.5,0.42,0.4
201908,212728,PINEAPPLE EACH,1,1,100.347,102.389,102.166,0.2,0.21,0.16
201908,212730,FRUIT FRESH SNACKING 150-350G,1,1,98.773,97.711,97.706,0.4,0.35,0.32
201908,212731,MELON EACH EG HONEYDEW,1,1,76.658,72.163,75.379,0.2,0.21,0.16
201908,212732,LEMON EACH,1,1,98.743,98.854,98.634,0.2,0.21,0.16
201908,212733,BLUEBERRIES PUNNET OR PER KG,1,1,94.591,91.723,91.723,0.6,0.49,0.48
201908,212734,RASPBERRIES PUNNET OR PER KG,1,1,84.685,83.173,83.083,0.5,0.42,0.4
201908,212806,PACKET OF PEANUTS 150-300G,1,1,100.219,100.583,100.763,1,0.63,0.8
201908,212807,CANNED FRUIT-400-450G,1,1,98.821,98.798,98.733,0.4,0.16,0.32
201908,212808,DRIED FRUIT - EG APRICOTS,1,1,102.207,101.752,101.696,0.4,0.21,0.32
201908,212905,VEGETABLE PICKLE 280-520G,1,1,105.595,105.232,105.524,0.13,0.11,0.11
201908,212910,CANNED SOUP-390-425G,1,1,101.502,101.673,101.502,0.22,0.55,0.22
201908,212917,TOMATO KETCHUP BOTTLE 340-570G,1,1,95.222,95.541,95.222,0.32,0.88,0.32
201908,212918,FRZN READY-COOKD MEAL SERVES 1,1,1,106.694,105.856,106.694,0.1,0.44,0.1
201908,212923,COOK-IN SAUCE-JAR/CAN 350-520G,1,1,108.008,108.47,108.008,0.38,1.1,0.38
201908,212928,FROZ VEG BURGER/GRILL 180-454G,1,1,98.021,98.363,98.011,0.65,0.55,0.55
201908,212930,MAYONNAISE 390-500G/420-540MLS,1,1,98.831,97.984,98.831,0.26,0.77,0.26
201908,212933,ICE CREAM 450ML-1L,1,1,95.77,96.188,95.77,1.04,0.55,0.8
201908,212934,DRIED POTTED SNACK 50-120G,1,1,132.648,136.727,132.648,0.42,1.1,0.36
201908,212936,CHILLED READY MEAL-MEAT-SERVS1,1,1,99.083,99.593,99.083,0.34,1.54,0.34
201908,212937,CHILLED READY MEAL-FISH/VEG,1,1,100.395,100.537,100.395,0.3,1.43,0.3
201908,212938,CHOCOLATE COVERED ICE CREAM,1,1,97.075,97.658,97.075,0.91,0.44,0.7
201908,212939,CHILLED PIZZA EACH 300-600G,1,1,105.568,106.01,105.568,0.7,1.1,0.6
201908,212940,PROTEIN POWDER 900G-2KG,1,1,90.179,90.234,90.179,0.08,0.22,0.08
201908,212941,QUICHE 340G-450G,1,1,101.444,101.043,101.444,0.14,0.22,0.12
201908,213001,COFFEE: GROUND: FILTER FINE,1,1,102.284,102.189,102.284,0.3,0.3,0.3
201908,213003,COFFEE-INSTANT-100G JAR,1,1,98.498,98.52,98.498,1.2,1.22,1.2
201908,213005,HOT CHOCOLATE DRINK INSTANT,1,1,104.264,104.755,104.264,0.21,0.16,0.21
201908,213006,COFFEE PODS PACK 8-16,1,1,99.958,98.711,99.958,0.33,0.32,0.33
201908,220107,PUB -HOT MEAL,1,1,102.272,102.229,102.272,5.22,4.93,4.2
201908,220111,BURGER IN BUN-EAT IN,1,1,102.458,101.897,102.458,4.35,4.93,3.5
201908,220116,LEMONADE/COLA DRAUGHT,1,1,101.632,101.592,101.632,0.87,1.16,0.7
201908,220117,BOTTLED MINERAL WATER,1,1,101.315,101.303,101.315,0.87,1.16,0.7
201908,220120,IN STORE CAFETERIA MEAL,1,1,100.135,99.956,100.135,3.48,3.77,2.8
201908,220121,RESTAURANT CUP OF COFFEE,1,1,101.188,101.173,101.188,0.87,1.16,0.7
201908,220122,RESTAURANT - SWEET COURSE,1,1,101.62,101.756,101.62,2.61,2.61,2.1
201908,220123,ONBOARD CATERING,1,0,103.54,102.204,102.204,0.87,0.58,0.7
201908,220124,MUFFIN/INDIVIDUAL CAKE,1,1,101.621,101.43,101.621,2.61,2.61,2.1
201908,220125,FRUIT JUICE BOTTLE 250-350ML,1,1,101.545,101.466,101.545,0.87,1.16,0.7
201908,220128,RESTAURANT MAIN COURSE,1,1,101.528,101.719,101.528,4.35,4.93,3.5
201908,220208,STAFF RESTAURNT HOT SNACK ITEM,1,1,101.983,101.986,101.983,1.6,0.57,1.2
201908,220209,PRIMARY SCHOOL- FIXED CHARGE,1,1,100.959,100.894,100.959,1.52,0.63,1.14
201908,220210,SECONDARY SCHOOL- CAFETERIA,1,1,101.166,101.161,101.166,1.52,0.66,1.14
201908,220212,STAFF RESTAURANT SANDWICH,1,1,103.055,103.44,103.055,1.68,0.57,1.26
201908,220214,STAFF RESTAURANT MAIN COURSE,1,1,100.605,100.708,100.605,1.68,0.57,1.26
201908,220301,FISH & CHIPS TAKEAWAY,1,1,103.009,103.084,103.009,1.74,1.36,1.4
201908,220303,SANDWICH-TAKE-AWAY (COLD),1,1,101.203,101.351,101.203,3.48,2.89,2.8
201908,220305,TEA -TAKE-AWAY,1,1,102.238,102.078,102.238,0.87,0.34,0.7
201908,220310,POTATO CRISPS-INDIVIDUAL PACK,1,1,101.793,101.658,101.793,0.87,1.02,0.7
201908,220316,PIZZA TAKEAWAY OR DELIVERED,1,1,99.89,99.845,99.89,1.74,1.36,1.4
201908,220318,INDIAN TAKEAWAY,1,1,101.445,101.538,101.445,1.74,1.36,1.4
201908,220319,CHINESE TAKEAWAY,1,1,101.489,101.425,101.489,1.74,1.36,1.4
201908,220320,TAKEAWAY SOFT DRINK,1,1,101.696,101.583,101.696,0.87,0.34,0.7
201908,220321,TAKEAWAY COFFEE LATTE,1,1,101.776,101.8,101.776,0.87,0.34,0.7
201908,220322,BURGER IN BUN- TAKEAWAY,1,1,103.035,102.99,103.035,1.74,1.36,1.4
201908,220323,KEBAB- TAKEAWAY,1,1,102.54,102.601,102.54,1.74,1.36,1.4
201908,220324,CINEMA POPCORN,1,1,100.588,100.676,100.588,0.87,0.85,0.7
201908,220325,VENDING MACHINE - SOFT DRINK,1,1,100.963,100.919,100.963,0.87,0.34,0.7
201908,220326,TAKEAWAY CHICKEN & CHIPS,1,1,103.587,103.222,103.587,1.74,1.36,1.4
201908,220327,T'AWAY COOKED SAVOURY PASTRY,1,1,103.427,103.577,103.427,1.74,1.36,1.4
201908,310102,DRAUGHT BITTER (PER PINT),1,1,101.608,101.349,101.608,3.48,3.99,2.8
201908,310104,DRAUGHT STOUT PER PINT,1,1,101.568,101.465,101.568,0.87,1.14,0.7
201908,310109,LAGER - PINT 3.4-4.2%,1,1,101.594,101.483,101.594,5.22,5.7,4.2
201908,310110,PREMIUM LAGER - PINT 4.3-7.5%,1,1,101.281,101.133,101.281,3.48,3.99,2.8
201908,310111,BOTTLED PREMIUM LAGER 4.3-7.5%,1,1,101.136,101.091,101.136,1.74,1.71,1.4
201908,310114,CIDER 4.5%-5.5% ABV PINT/BOTTL,1,1,101.859,101.841,101.859,2.61,2.47,2.1
201908,310207,BITTER-4CANS-440-500ML,1,1,100.949,101.084,100.949,0.4,0.42,0.32
201908,310215,LAGER 4 BOTTLES- PREMIUM,1,1,97.353,97.886,97.353,2,1.86,1.6
201908,310216,LAGER 10 - 24 CANS (440-500ML),1,1,99.763,100.031,99.763,1.15,1.08,0.92
201908,310217,LAGER 10-24 BOTTLES 250-330ML,1,1,95.865,96.16,95.865,1,0.96,0.8
201908,310219,STOUT - 4 CAN PACK,1,1,100.784,100.795,100.784,0.1,0.12,0.08
201908,310220,SPEC'Y BEER BOTT 500ML 4-5.5,1,1,98.533,98.32,98.533,0.35,0.36,0.28
201908,310221,APPLE CIDER 4 CAN PK 440-500ML,1,1,96.756,97.137,96.756,0.54,0.6,0.42
201908,310222,CIDER FLAVOURED BOTT 500-568ML,1,1,99.338,99.377,99.338,0.45,0.6,0.35
201908,310301,WHISKY (PER NIP) SPECIFY ML,1,1,102.167,102.197,102.167,2.61,3.04,2.1
201908,310302,VODKA (PER NIP) SPECIFY ML,1,1,102.12,102.065,102.12,5.22,5.13,4.2
201908,310306,BOTTLE OF MIXER 125-200ML,1,1,101.552,101.502,101.552,0.87,0.57,0.7
201908,310307,LIQUEUR PER NIP   SPECIFY ML,1,1,101.904,101.83,101.904,2.61,2.66,2.1
201908,310309,SPIRIT BASED DRINK 275ML,1,1,101.572,101.55,101.572,0.87,0.38,0.7
201908,310310,"WINE, PER 175 - 250 ML SERVING",1,1,102.719,103.014,102.719,3.48,3.61,2.8
201908,310315,BOTTLE OF WINE 70-75CL,1,1,101.641,101.474,101.641,3.48,3.61,2.8
201908,310401,WHISKY-70 CL BOTTLE,1,1,100.356,100.166,100.356,1.65,1.95,1.32
201908,310403,VODKA-70 CL BOTTLE,1,1,101.642,101.432,101.642,1.55,1.8,1.24
201908,310405,BRANDY 70CL BOTTLE,1,1,99.041,99.385,99.041,0.4,0.45,0.32
201908,310406,FORTIFIED WINE  (70-75CL),1,1,98.028,97.469,98.028,0.36,0.3,0.28
201908,310419,WHITE WINE- EUROPEAN 75CL,1,1,99.94,100.417,99.94,1.17,1.35,0.91
201908,310420,WHITE WINE- NEW WORLD 75CL,1,1,101.434,100.992,101.434,1.98,2.25,1.54
201908,310421,RED WINE- EUROPEAN 75CL,1,1,101.318,101.642,101.318,1.08,1.2,0.84
201908,310422,RED WINE- NEW WORLD 75CL,1,1,101.191,101.481,101.191,1.53,1.8,1.19
201908,310423,BOTTLE OF CHAMPAGNE 75 CL,1,1,95.929,96.553,95.929,0.36,0.45,0.28
201908,310425,ROSE WINE-75CL BOTTLE,1,1,100.263,100.816,100.263,0.63,0.75,0.49
201908,310426,SPARKLING WINE 75CL MIN 11%ABV,1,1,97.198,98.478,97.198,0.9,1.05,0.7
201908,310427,RUM WHITE EG BACARDI 70CL BOTT,1,1,98.631,98.607,98.631,0.5,0.6,0.4
201908,310428,CREAM LIQUER 70CL-1LT 14-20%,1,1,101.067,101.144,101.067,0.15,0.15,0.12
201908,310429,GIN BOTTLE 70CL,1,1,99.46,100.346,99.46,0.75,0.9,0.6
201908,320108,CIGARETTES 8,1,1,103,102.984,103,2.73,2.7,2.21
201908,320115,CIGARETTES 15,1,1,101.367,101.333,101.367,6.3,6.12,5.1
201908,320122,20 FILTER - OTHER BRAND,1,1,100.58,100.584,100.58,4.62,4.32,3.74
201908,320123,ELECTRONIC CIGARETTE REFILL/LI,1,0,98.401,98.391,98.391,0.21,0.36,0.17
201908,320124,E-CIG REFILL BOTTL/CART 2-10ML,1,1,101.535,102.296,101.535,0.21,0.36,0.17
201908,320125,CIGARETTES 21,1,1,100.505,100.502,100.505,4.41,4.14,3.57
201908,320205,5 CIGARS: SPECIFY BRAND,1,1,102.104,102.165,102.104,0.21,0.25,0.17
201908,320206,HAND ROLLING TOBACCO PACK 30GM,1,1,102.383,102.448,102.383,2.31,4.75,1.87
201908,410105,LOCAL AUTH RENT - SCOTLAND,1,0,103.076,103.076,103.076,1.7,1.5,1.38
201908,410107,UNIVERSITY ACCOMODATION FEES,1,0,100,100,100,2.6,0,2.1
201908,410108,RSL RENTS,1,2,99.312,99.312,99.312,15.3,14.25,12.42
201908,410111,IMPUTED RENTS - ENGLAND,1,0,100.731,100.731,100.731,0,0,145.2
201908,410112,IMPUTED RENTS - WALES,1,0,100.753,100.753,100.753,0,0,6.6
201908,410113,IMPUTED RENTS - SCOTLAND,1,0,100.458,100.458,100.458,0,0,9.9
201908,410114,IMPUTED RENTS - N.IRELAND,1,0,98.767,98.767,98.767,0,0,3.3
201908,410115,PRIVATE RENTED PROPERTY,2,0,101.097,100.736,100.736,56.1,52.5,45.54
201908,410201,MORTGAGE INTEREST PAYMENTS,1,0,100.359,100.359,100.359,0,25,0
201908,410401,E & W SEWERAGE CHARGE,2,0,103.561,103.561,103.561,5.46,5.76,4.55
